Date,Time,Frequency,Device,Location,Grid 1,Grid 2,Lat,Long,NearHit
2024-01-25,11:51:14,2463.325,,15RVQ,93501,43316,31.12372208,-93.06816864,TRUE
2024-01-25,11:51:28,2463.325,,15RVQ,93467,43280,31.12340164,-93.06851959,TRUE
2024-01-25,11:51:41,2463.325,,15RVQ,93724,43415,31.12462234,-93.06582642,TRUE
2024-01-25,11:51:47,2463.325,,15RVQ,93464,43285,31.1234436,-93.06855011,TRUE
2024-01-25,11:51:57,2463.325,,15RVQ,93473,43272,31.12332535,-93.06845856,TRUE
2024-01-25,11:52:12,2463.325,,15RVQ,93491,43245,31.12308693,-93.06826782,TRUE
2024-01-25,11:52:22,2463.325,,15RVQ,93495,43238,31.12302399,-93.06822205,TRUE
2024-01-25,11:52:24,2463.325,,15RVQ,93466,43283,31.12342644,-93.06853485,TRUE
2024-01-25,11:52:32,2463.325,,15RVQ,93493,43312,31.12369347,-93.06825256,TRUE
2024-01-25,11:52:37,2463.325,,15RVQ,93476,43267,31.12328529,-93.06842804,TRUE
2024-01-25,11:52:45,2463.325,,15RVQ,93490,43246,31.12309647,-93.06827545,TRUE
2024-01-25,11:52:49,2463.325,,15RVQ,93514,43211,31.12277412,-93.06802368,TRUE
2024-01-25,11:52:52,2463.325,,15RVQ,93505,43224,31.12290001,-93.06812286,TRUE
2024-01-25,11:53:14,2463.325,,15RVQ,93513,43327,31.12382698,-93.06803894,TRUE
2024-01-25,13:09:37,2470.75,,15RVQ,93749,42906,31.12003136,-93.06555939,TRUE
2024-01-25,13:09:44,2470.75,,15RVQ,93481,43267,31.12328339,-93.06837463,TRUE
2024-01-25,13:09:48,2470.75,,15RVQ,93565,43295,31.12353325,-93.06748962,TRUE
2024-01-25,13:10:44,2470.75,,15RVQ,93544,43168,31.12238884,-93.06771088,TRUE
2024-01-25,13:10:56,2470.75,,15RVQ,93527,43192,31.12260818,-93.06788635,TRUE
2024-01-25,13:11:05,2470.75,,15RVQ,93634,43036,31.12119865,-93.06677246,TRUE
2024-01-25,13:11:11,2470.75,,15RVQ,93788,42809,31.11915588,-93.0651474,TRUE
2024-01-25,13:11:30,2470.75,,15RVQ,93711,42922,31.12017441,-93.06595612,TRUE
2024-01-25,13:11:34,2470.75,,15RVQ,93527,43192,31.12260437,-93.06788635,TRUE
2024-01-25,13:11:38,2470.75,,15RVQ,93498,43235,31.12299347,-93.06819153,TRUE
2024-01-25,13:11:53,2470.75,,15RVQ,93466,43281,31.12341118,-93.06852722,TRUE
2024-01-25,13:11:57,2470.75,,15RVQ,93756,42856,31.11957932,-93.06548309,TRUE
2024-01-25,13:12:26,2470.75,,15RVQ,93643,43022,31.12107658,-93.06667328,TRUE
2024-01-25,13:12:47,2470.75,,15RVQ,93721,42909,31.12005043,-93.06585693,TRUE
2024-01-25,13:13:10,2470.75,,15RVQ,93503,43227,31.12292671,-93.06814575,TRUE
2024-01-25,13:13:12,2470.75,,15RVQ,93557,43148,31.12221146,-93.06757355,TRUE
2024-01-25,17:06:53,2471.9,,15RVQ,93639,43150,31.12223244,-93.06671143,TRUE
2024-01-25,14:27:12,2471.95,,15RVQ,94052,42962,31.12053299,-93.06238556,TRUE
2024-01-25,14:27:14,2471.95,,15RVQ,93482,43300,31.12357712,-93.068367,TRUE
2024-01-25,14:27:18,2471.95,,15RVQ,93514,43307,31.12364197,-93.06802368,TRUE
2024-01-25,14:27:28,2471.95,,15RVQ,93707,43346,31.12399483,-93.06600189,TRUE
2024-01-25,12:50:48,2472.075,,15RVQ,93670,43458,31.12500572,-93.06639099,TRUE
2024-01-25,13:14:10,2472.238,,15RVQ,93483,43422,31.12467957,-93.06835938,TRUE
2024-01-25,17:06:51,2472.337,,15RVQ,93481,43858,31.12861824,-93.06837463,TRUE
2024-01-25,13:14:29,2472.412,,15RVQ,93543,43158,31.12230301,-93.06772614,TRUE
2024-01-25,13:14:32,2472.412,,15RVQ,93518,43203,31.12270355,-93.06798553,TRUE
2024-01-25,15:28:27,2472.625,,15RVQ,93720,42910,31.12006187,-93.06586456,TRUE
2024-01-25,17:06:55,2472.725,,15RVQ,93503,43108,31.12185287,-93.06814575,TRUE
2024-01-25,12:50:48,2472.738,,15RVQ,93749,42867,31.1196785,-93.06555939,TRUE
2024-01-25,14:40:22,2472.787,,15RVQ,93861,42703,31.11819649,-93.06438446,TRUE
2024-01-25,13:14:48,2472.925,,15RVQ,93807,43180,31.12250328,-93.06495667,TRUE
2024-01-25,13:14:56,2472.925,,15RVQ,93547,43210,31.12277222,-93.06768036,TRUE
2024-01-25,13:16:07,2472.925,,15RVQ,93547,43168,31.12239265,-93.06768036,TRUE
2024-01-25,12:50:52,2472.937,,15RVQ,94098,43425,31.12470818,-93.06190491,TRUE
2024-01-25,12:50:54,2472.937,,15RVQ,93921,43389,31.12438393,-93.06375885,TRUE
2024-01-25,12:51:04,2472.937,,15RVQ,93633,43410,31.12457848,-93.06678009,TRUE
2024-01-25,17:07:12,2472.937,,15RVQ,93623,43029,31.12114143,-93.0668869,TRUE
2024-01-25,13:15:56,2472.975,,15RVQ,93668,42987,31.12075424,-93.06641388,TRUE
2024-01-25,13:16:23,2472.975,,15RVQ,93610,43080,31.1215992,-93.0670166,TRUE
2024-01-25,13:50:52,2472.975,,15RVQ,94149,43630,31.12656403,-93.06137085,TRUE
2024-01-25,17:07:01,2472.975,,15RVQ,93618,42825,31.11929893,-93.06693268,TRUE
2024-01-25,17:07:05,2472.975,,15RVQ,93602,42823,31.11927795,-93.06710052,TRUE
2024-01-25,13:51:11,2473.012,,15RVQ,93622,42886,31.11984253,-93.06689453,TRUE
2024-01-25,14:40:37,2473.012,,15RVQ,93784,43411,31.12458038,-93.06520081,TRUE
2024-01-25,12:52:24,2473.038,,15RVQ,93507,43222,31.12287521,-93.06809998,TRUE
2024-01-25,12:52:44,2473.038,,15RVQ,93488,43249,31.12312126,-93.06829834,TRUE
2024-01-25,12:52:49,2473.038,,15RVQ,93471,43275,31.12335396,-93.06848145,TRUE
2024-01-25,12:52:53,2473.038,,15RVQ,93624,43359,31.12411308,-93.06687927,TRUE
2024-01-25,12:53:05,2473.038,,15RVQ,93518,43276,31.12336731,-93.06798553,TRUE
2024-01-25,12:53:24,2473.038,,15RVQ,93477,43265,31.12327003,-93.06842041,TRUE
2024-01-25,12:54:16,2473.038,,15RVQ,93500,43294,31.12353134,-93.06817627,TRUE
2024-01-25,12:55:27,2473.038,,15RVQ,93533,43185,31.12254524,-93.06783295,TRUE
2024-01-25,12:55:48,2473.038,,15RVQ,93483,43257,31.12319374,-93.06835175,TRUE
2024-01-25,12:33:49,2473.05,,15RVQ,93891,43099,31.12177086,-93.06407166,TRUE
2024-01-25,12:33:52,2473.05,,15RVQ,94192,43140,31.12213707,-93.06091309,TRUE
2024-01-25,12:35:39,2473.05,,15RVQ,93857,43217,31.12283897,-93.06443024,TRUE
2024-01-25,12:35:49,2473.05,,15RVQ,93849,43288,31.12347603,-93.06451416,TRUE
2024-01-25,12:35:53,2473.05,,15RVQ,93889,43218,31.12284279,-93.06409454,TRUE
2024-01-25,12:35:58,2473.05,,15RVQ,93869,43215,31.12281799,-93.06430817,TRUE
2024-01-25,12:36:00,2473.05,,15RVQ,93938,43202,31.12269783,-93.06358337,TRUE
2024-01-25,12:36:04,2473.05,,15RVQ,93882,43213,31.1227951,-93.06417084,TRUE
2024-01-25,12:36:09,2473.05,,15RVQ,94013,43187,31.12256622,-93.06278992,TRUE
2024-01-25,12:36:13,2473.05,,15RVQ,94208,43235,31.12299728,-93.06074524,TRUE
2024-01-25,12:36:17,2473.05,,15RVQ,94300,43251,31.12314415,-93.05978394,TRUE
2024-01-25,12:36:24,2473.05,,15RVQ,93816,43274,31.12335205,-93.06485748,TRUE
2024-01-25,12:36:28,2473.05,,15RVQ,94192,43430,31.12476158,-93.06092072,TRUE
2024-01-25,12:36:30,2473.05,,15RVQ,94253,43456,31.12499046,-93.06027985,TRUE
2024-01-25,12:37:07,2473.05,,15RVQ,93951,43330,31.1238575,-93.06344604,TRUE
2024-01-25,12:37:14,2473.05,,15RVQ,93889,43382,31.1243248,-93.06409454,TRUE
2024-01-25,12:37:18,2473.05,,15RVQ,93872,43379,31.12429619,-93.06427002,TRUE
2024-01-25,12:37:20,2473.05,,15RVQ,93856,43376,31.12426567,-93.0644455,TRUE
2024-01-25,12:37:25,2473.05,,15RVQ,93766,43357,31.12410164,-93.06538391,TRUE
2024-01-25,12:37:29,2473.05,,15RVQ,93739,43352,31.12405205,-93.06567383,TRUE
2024-01-25,12:37:31,2473.05,,15RVQ,93765,43357,31.12409973,-93.06539154,TRUE
2024-01-25,12:37:36,2473.05,,15RVQ,93784,43361,31.12413406,-93.06520081,TRUE
2024-01-25,12:37:39,2473.05,,15RVQ,93767,43358,31.12410355,-93.06537628,TRUE
2024-01-25,12:37:42,2473.05,,15RVQ,93769,43358,31.12410736,-93.06535339,TRUE
2024-01-25,12:37:46,2473.05,,15RVQ,93723,43349,31.12402344,-93.06583405,TRUE
2024-01-25,12:37:49,2473.05,,15RVQ,93724,43349,31.12402534,-93.06582642,TRUE
2024-01-25,12:37:53,2473.05,,15RVQ,93781,43361,31.12413025,-93.06522369,TRUE
2024-01-25,12:37:57,2473.05,,15RVQ,93819,43368,31.12419701,-93.06483459,TRUE
2024-01-25,12:38:01,2473.05,,15RVQ,93526,43194,31.12262154,-93.06790161,TRUE
2024-01-25,12:38:05,2473.05,,15RVQ,93519,43204,31.12271881,-93.06797791,TRUE
2024-01-25,12:38:09,2473.05,,15RVQ,94083,43507,31.12544823,-93.06206512,TRUE
2024-01-25,12:38:12,2473.05,,15RVQ,93666,43279,31.12339401,-93.06642914,TRUE
2024-01-25,12:38:16,2473.05,,15RVQ,94013,43443,31.12487602,-93.06279755,TRUE
2024-01-25,12:38:19,2473.05,,15RVQ,93880,43380,31.12430763,-93.06419373,TRUE
2024-01-25,12:38:27,2473.05,,15RVQ,93742,43326,31.12381935,-93.06563568,TRUE
2024-01-25,12:38:29,2473.05,,15RVQ,93917,43316,31.12373161,-93.063797,TRUE
2024-01-25,12:38:33,2473.05,,15RVQ,94102,43393,31.12442207,-93.06186676,TRUE
2024-01-25,12:38:37,2473.05,,15RVQ,94205,43436,31.12481117,-93.06078339,TRUE
2024-01-25,12:38:39,2473.05,,15RVQ,94160,43417,31.12464142,-93.06125641,TRUE
2024-01-25,12:38:59,2473.05,,15RVQ,93724,43186,31.12255669,-93.06582642,TRUE
2024-01-25,12:39:01,2473.05,,15RVQ,93703,43134,31.12208176,-93.06604767,TRUE
2024-01-25,12:39:12,2473.05,,15RVQ,93673,43070,31.12150574,-93.06636047,TRUE
2024-01-25,12:39:16,2473.05,,15RVQ,93647,43017,31.12102509,-93.06663513,TRUE
2024-01-25,12:39:29,2473.05,,15RVQ,93545,42870,31.1197052,-93.06770325,TRUE
2024-01-25,12:39:33,2473.05,,15RVQ,93551,42841,31.11944389,-93.06763458,TRUE
2024-01-25,12:41:39,2473.05,,15RVQ,94551,42861,31.119627,-93.05715179,TRUE
2024-01-25,12:42:44,2473.05,,15RVQ,93859,42699,31.11815643,-93.06440735,TRUE
2024-01-25,12:42:47,2473.05,,15RVQ,93559,43311,31.12368202,-93.06755829,TRUE
2024-01-25,12:43:29,2473.05,,15RVQ,93717,43102,31.12179565,-93.06590271,TRUE
2024-01-25,12:43:31,2473.05,,15RVQ,93548,43162,31.12233734,-93.06767273,TRUE
2024-01-25,12:44:55,2473.05,,15RVQ,93996,42987,31.12076187,-93.06297302,TRUE
2024-01-25,12:45:22,2473.05,,15RVQ,93539,43308,31.1236515,-93.06776428,TRUE
2024-01-25,12:45:39,2473.05,,15RVQ,93800,43338,31.12392235,-93.06503296,TRUE
2024-01-25,12:46:02,2473.05,,15RVQ,93550,43230,31.1229496,-93.06764984,TRUE
2024-01-25,12:46:06,2473.05,,15RVQ,94077,43395,31.12443924,-93.06212616,TRUE
2024-01-25,12:46:13,2473.05,,15RVQ,94173,43439,31.1248436,-93.06111908,TRUE
2024-01-25,12:46:21,2473.05,,15RVQ,93574,43319,31.12375069,-93.06739807,TRUE
2024-01-25,12:46:29,2473.05,,15RVQ,93488,43253,31.12315941,-93.06829834,TRUE
2024-01-25,12:46:31,2473.05,,15RVQ,93731,43344,31.12398148,-93.06575775,TRUE
2024-01-25,12:46:36,2473.05,,15RVQ,93476,43298,31.12356377,-93.06842804,TRUE
2024-01-25,12:47:01,2473.05,,15RVQ,93474,43270,31.123312,-93.06845093,TRUE
2024-01-25,12:47:42,2473.05,,15RVQ,93504,43237,31.12301254,-93.06813049,TRUE
2024-01-25,12:48:16,2473.05,,15RVQ,93752,43353,31.1240654,-93.06552887,TRUE
2024-01-25,12:49:06,2473.05,,15RVQ,93557,43211,31.12277985,-93.06757355,TRUE
2024-01-25,14:12:53,2473.05,,15RVQ,93734,42910,31.12006187,-93.0657196,TRUE
2024-01-25,14:13:02,2473.05,,15RVQ,93497,43237,31.12300873,-93.06820679,TRUE
2024-01-25,14:13:10,2473.05,,15RVQ,93487,43250,31.12313461,-93.06830597,TRUE
2024-01-25,14:13:20,2473.05,,15RVQ,93522,43201,31.12268639,-93.06794739,TRUE
2024-01-25,14:13:26,2473.05,,15RVQ,93507,43189,31.12257957,-93.06809998,TRUE
2024-01-25,14:13:32,2473.05,,15RVQ,93481,43260,31.12322044,-93.06837463,TRUE
2024-01-25,14:13:35,2473.05,,15RVQ,93508,43220,31.12286186,-93.06809235,TRUE
2024-01-25,14:13:42,2473.05,,15RVQ,93546,43165,31.12236023,-93.06769562,TRUE
2024-01-25,14:13:45,2473.05,,15RVQ,93769,43220,31.12285995,-93.06535339,TRUE
2024-01-25,14:13:49,2473.05,,15RVQ,93479,43258,31.12320137,-93.06839752,TRUE
2024-01-25,14:13:52,2473.05,,15RVQ,94235,43452,31.12495422,-93.06046295,TRUE
2024-01-25,14:14:16,2473.05,,15RVQ,93480,43247,31.123106,-93.06838226,TRUE
2024-01-25,14:14:21,2473.05,,15RVQ,93487,43250,31.12312889,-93.06830597,TRUE
2024-01-25,14:14:27,2473.05,,15RVQ,93682,43339,31.12393761,-93.06626892,TRUE
2024-01-25,14:14:31,2473.05,,15RVQ,93494,43241,31.12304878,-93.0682373,TRUE
2024-01-25,14:14:35,2473.05,,15RVQ,93516,43208,31.12275505,-93.06800842,TRUE
2024-01-25,14:14:39,2473.05,,15RVQ,93509,43219,31.1228466,-93.06807709,TRUE
2024-01-25,14:14:48,2473.05,,15RVQ,93564,43138,31.12212372,-93.06750488,TRUE
2024-01-25,14:14:52,2473.05,,15RVQ,93519,43205,31.12272453,-93.06797791,TRUE
2024-01-25,14:14:54,2473.05,,15RVQ,93506,43223,31.12289047,-93.06811523,TRUE
2024-01-25,14:14:58,2473.05,,15RVQ,93534,43182,31.12252045,-93.06781769,TRUE
2024-01-25,14:15:02,2473.05,,15RVQ,93518,43206,31.12273026,-93.06798553,TRUE
2024-01-25,14:15:06,2473.05,,15RVQ,93599,43086,31.1216507,-93.06713104,TRUE
2024-01-25,14:16:01,2473.05,,15RVQ,93543,43249,31.12312126,-93.06772614,TRUE
2024-01-25,14:16:03,2473.05,,15RVQ,93497,43287,31.12346077,-93.06820679,TRUE
2024-01-25,14:16:12,2473.05,,15RVQ,93472,43274,31.12334633,-93.06847382,TRUE
2024-01-25,14:16:15,2473.05,,15RVQ,93511,43215,31.12281227,-93.0680542,TRUE
2024-01-25,14:16:28,2473.05,,15RVQ,93609,43326,31.12381554,-93.06703186,TRUE
2024-01-25,14:16:32,2473.05,,15RVQ,93511,43244,31.1230793,-93.0680542,TRUE
2024-01-25,14:16:49,2473.05,,15RVQ,93788,42815,31.11920929,-93.0651474,TRUE
2024-01-25,14:16:55,2473.05,,15RVQ,94015,42675,31.11794472,-93.06276703,TRUE
2024-01-25,14:17:09,2473.05,,15RVQ,93569,43178,31.1224823,-93.06745148,TRUE
2024-01-25,14:17:22,2473.05,,15RVQ,93489,43249,31.12311745,-93.06829071,TRUE
2024-01-25,14:18:06,2473.05,,15RVQ,93561,43421,31.12467003,-93.0675354,TRUE
2024-01-25,14:18:14,2473.05,,15RVQ,93843,43373,31.12423897,-93.0645752,TRUE
2024-01-25,14:18:22,2473.05,,15RVQ,93837,43816,31.12823486,-93.06464386,TRUE
2024-01-25,14:18:41,2473.05,,15RVQ,93549,43222,31.12288094,-93.0676651,TRUE
2024-01-25,14:19:06,2473.05,,15RVQ,93525,43314,31.12370491,-93.06791687,TRUE
2024-01-25,14:19:22,2473.05,,15RVQ,93542,43199,31.12266922,-93.06773376,TRUE
2024-01-25,14:19:25,2473.05,,15RVQ,93535,43180,31.12249565,-93.06780243,TRUE
2024-01-25,14:20:02,2473.05,,15RVQ,93555,43328,31.12383842,-93.06759644,TRUE
2024-01-25,14:20:44,2473.05,,15RVQ,93552,43522,31.12558556,-93.06763458,TRUE
2024-01-25,14:21:12,2473.05,,15RVQ,93945,43636,31.12661552,-93.06351471,TRUE
2024-01-25,14:21:22,2473.05,,15RVQ,93619,43741,31.12755775,-93.06692505,TRUE
2024-01-25,14:21:28,2473.05,,15RVQ,93549,43161,31.1223259,-93.0676651,TRUE
2024-01-25,14:21:32,2473.05,,15RVQ,93590,43216,31.12282372,-93.06723022,TRUE
2024-01-25,14:21:36,2473.05,,15RVQ,93510,43218,31.12283897,-93.06806946,TRUE
2024-01-25,14:21:40,2473.05,,15RVQ,93472,43272,31.12333298,-93.06846619,TRUE
2024-01-25,14:21:45,2473.05,,15RVQ,93480,43413,31.12459755,-93.06838226,TRUE
2024-01-25,14:22:18,2473.05,,15RVQ,93877,43309,31.12366486,-93.06422424,TRUE
2024-01-25,14:23:08,2473.05,,15RVQ,93632,43379,31.12429237,-93.06679535,TRUE
2024-01-25,14:23:37,2473.05,,15RVQ,93704,43345,31.12398911,-93.06603241,TRUE
2024-01-25,14:23:41,2473.05,,15RVQ,93565,43266,31.12327576,-93.06749725,TRUE
2024-01-25,14:23:43,2473.05,,15RVQ,93606,43079,31.12158966,-93.06706238,TRUE
2024-01-25,14:24:06,2473.05,,15RVQ,93712,43328,31.12383461,-93.06595612,TRUE
2024-01-25,14:24:10,2473.05,,15RVQ,93469,43298,31.12355995,-93.0684967,TRUE
2024-01-25,14:24:17,2473.05,,15RVQ,93464,43329,31.12384605,-93.06855011,TRUE
2024-01-25,14:24:22,2473.05,,15RVQ,93502,43353,31.12405777,-93.06815338,TRUE
2024-01-25,14:24:25,2473.05,,15RVQ,93696,43343,31.12397385,-93.06612396,TRUE
2024-01-25,14:24:52,2473.05,,15RVQ,93565,43317,31.12373352,-93.06749725,TRUE
2024-01-25,14:25:25,2473.05,,15RVQ,93685,43345,31.12398529,-93.06623077,TRUE
2024-01-25,14:25:36,2473.05,,15RVQ,93475,43269,31.12330246,-93.06843567,TRUE
2024-01-25,15:28:58,2473.05,,15RVQ,93487,43260,31.12322235,-93.06830597,TRUE
2024-01-25,15:29:02,2473.05,,15RVQ,93470,43350,31.12403679,-93.06848907,TRUE
2024-01-25,15:29:21,2473.05,,15RVQ,93491,43465,31.12507057,-93.06827545,TRUE
2024-01-25,15:29:27,2473.05,,15RVQ,93548,43332,31.12386703,-93.06767273,TRUE
2024-01-25,15:29:48,2473.05,,15RVQ,93492,43369,31.12420654,-93.06826019,TRUE
2024-01-25,15:29:58,2473.05,,15RVQ,93562,43821,31.12828064,-93.06752777,TRUE
2024-01-25,15:30:02,2473.05,,15RVQ,93525,43196,31.12264252,-93.06791687,TRUE
2024-01-25,15:30:04,2473.05,,15RVQ,93492,43244,31.12307739,-93.06826019,TRUE
2024-01-25,15:30:09,2473.05,,15RVQ,93608,43325,31.12381172,-93.06704712,TRUE
2024-01-25,15:30:12,2473.05,,15RVQ,93549,43299,31.12357712,-93.0676651,TRUE
2024-01-25,15:30:15,2473.05,,15RVQ,93525,43282,31.12341881,-93.06790924,TRUE
2024-01-25,15:30:22,2473.05,,15RVQ,93487,43252,31.12314987,-93.0683136,TRUE
2024-01-25,15:30:38,2473.05,,15RVQ,93550,43762,31.1277523,-93.06765747,TRUE
2024-01-25,15:30:55,2473.05,,15RVQ,93487,43447,31.12490463,-93.0683136,TRUE
2024-01-25,15:31:01,2473.05,,15RVQ,93578,43379,31.12429619,-93.06735229,TRUE
2024-01-25,15:31:03,2473.05,,15RVQ,93493,43294,31.12353134,-93.06825256,TRUE
2024-01-25,15:31:07,2473.05,,15RVQ,93512,43183,31.12252426,-93.06804657,TRUE
2024-01-25,15:31:20,2473.05,,15RVQ,93605,43248,31.12311172,-93.06707001,TRUE
2024-01-25,15:31:32,2473.05,,15RVQ,93523,43177,31.12246895,-93.06793213,TRUE
2024-01-25,15:31:39,2473.05,,15RVQ,93573,43131,31.12205696,-93.06741333,TRUE
2024-01-25,15:31:43,2473.05,,15RVQ,93505,43448,31.12491989,-93.06812286,TRUE
2024-01-25,15:31:49,2473.05,,15RVQ,93488,43451,31.12494659,-93.06829834,TRUE
2024-01-25,15:31:53,2473.05,,15RVQ,93651,43013,31.12099648,-93.06658936,TRUE
2024-01-25,15:32:08,2473.05,,15RVQ,93813,43202,31.12269974,-93.064888,TRUE
2024-01-25,15:32:12,2473.05,,15RVQ,93490,43252,31.12314415,-93.06828308,TRUE
2024-01-25,15:32:22,2473.05,,15RVQ,93506,43224,31.1228981,-93.06811523,TRUE
2024-01-25,15:32:24,2473.05,,15RVQ,93496,43238,31.12302017,-93.06821442,TRUE
2024-01-25,15:32:29,2473.05,,15RVQ,93485,43256,31.1231842,-93.06832886,TRUE
2024-01-25,15:32:32,2473.05,,15RVQ,93472,43276,31.12336731,-93.06847382,TRUE
2024-01-25,15:32:37,2473.05,,15RVQ,93494,43459,31.12501526,-93.0682373,TRUE
2024-01-25,15:32:47,2473.05,,15RVQ,93477,43273,31.12333488,-93.06842041,TRUE
2024-01-25,15:32:51,2473.05,,15RVQ,93541,43294,31.12352371,-93.06774902,TRUE
2024-01-25,15:32:53,2473.05,,15RVQ,93557,43297,31.12355804,-93.06757355,TRUE
2024-01-25,15:32:58,2473.05,,15RVQ,93600,43324,31.12379646,-93.06713104,TRUE
2024-01-25,15:33:02,2473.05,,15RVQ,93515,43282,31.1234169,-93.06801605,TRUE
2024-01-25,15:33:06,2473.05,,15RVQ,93562,43316,31.1237278,-93.06752014,TRUE
2024-01-25,15:33:37,2473.05,,15RVQ,93511,43216,31.12282372,-93.06806183,TRUE
2024-01-25,15:34:02,2473.05,,15RVQ,93490,43271,31.12332344,-93.06828308,TRUE
2024-01-25,15:34:19,2473.05,,15RVQ,93655,43004,31.12091446,-93.06654358,TRUE
2024-01-25,15:34:22,2473.05,,15RVQ,93546,43164,31.1223526,-93.06768799,TRUE
2024-01-25,15:34:25,2473.05,,15RVQ,93490,43246,31.12309074,-93.06827545,TRUE
2024-01-25,15:34:39,2473.05,,15RVQ,93482,43247,31.1231041,-93.068367,TRUE
2024-01-25,15:34:42,2473.05,,15RVQ,93483,43287,31.12346077,-93.06835175,TRUE
2024-01-25,15:35:06,2473.05,,15RVQ,93472,43295,31.12353325,-93.06847382,TRUE
2024-01-25,15:35:11,2473.05,,15RVQ,93513,43518,31.1255455,-93.06803894,TRUE
2024-01-25,15:35:17,2473.05,,15RVQ,93481,43415,31.12462234,-93.06837463,TRUE
2024-01-25,15:35:21,2473.05,,15RVQ,93498,43501,31.12539673,-93.06819916,TRUE
2024-01-25,15:35:25,2473.05,,15RVQ,93490,43459,31.12501907,-93.06828308,TRUE
2024-01-25,15:35:29,2473.05,,15RVQ,93494,43279,31.1233902,-93.0682373,TRUE
2024-01-25,15:35:32,2473.05,,15RVQ,93563,43141,31.12214661,-93.06751251,TRUE
2024-01-25,15:35:36,2473.05,,15RVQ,93515,43404,31.12452316,-93.06801605,TRUE
2024-01-25,15:35:48,2473.05,,15RVQ,93496,43363,31.12415314,-93.06822205,TRUE
2024-01-25,15:36:15,2473.05,,15RVQ,93520,43611,31.12638855,-93.06796265,TRUE
2024-01-25,15:36:32,2473.05,,15RVQ,93558,43751,31.12765121,-93.06756592,TRUE
2024-01-25,15:36:40,2473.05,,15RVQ,93469,43346,31.12399673,-93.0684967,TRUE
2024-01-25,15:36:48,2473.05,,15RVQ,93469,43271,31.12332344,-93.0684967,TRUE
2024-01-25,15:36:52,2473.05,,15RVQ,93501,43509,31.12546921,-93.06816864,TRUE
2024-01-25,15:37:03,2473.05,,15RVQ,93467,43342,31.12395668,-93.06851959,TRUE
2024-01-25,15:37:30,2473.05,,15RVQ,93528,43652,31.12675667,-93.06787872,TRUE
2024-01-25,17:16:38,2473.05,,15RVQ,93564,43081,31.12160492,-93.06750488,TRUE
2024-01-25,17:16:52,2473.05,,15RVQ,93826,43252,31.12315178,-93.0647583,TRUE
2024-01-25,17:16:55,2473.05,,15RVQ,93572,43208,31.12275314,-93.06742096,TRUE
2024-01-25,17:17:05,2473.05,,15RVQ,93701,43075,31.12155533,-93.06607056,TRUE
2024-01-25,17:17:16,2473.05,,15RVQ,93545,43332,31.12387085,-93.06770325,TRUE
2024-01-25,17:17:20,2473.05,,15RVQ,93512,43270,31.12331009,-93.06804657,TRUE
2024-01-25,17:17:22,2473.05,,15RVQ,93624,43625,31.12651443,-93.06687164,TRUE
2024-01-25,17:17:45,2473.05,,15RVQ,93504,43063,31.12143898,-93.06813049,TRUE
2024-01-25,17:17:49,2473.05,,15RVQ,93523,43048,31.12130928,-93.06793213,TRUE
2024-01-25,17:17:53,2473.05,,15RVQ,93583,42809,31.11915016,-93.06730652,TRUE
2024-01-25,17:17:58,2473.05,,15RVQ,93508,42814,31.11919212,-93.06808472,TRUE
2024-01-25,17:18:04,2473.05,,15RVQ,93642,43307,31.12364388,-93.06668854,TRUE
2024-01-25,17:18:12,2473.05,,15RVQ,93585,42815,31.11920929,-93.06728363,TRUE
2024-01-25,17:18:16,2473.05,,15RVQ,93580,42837,31.11940002,-93.06733704,TRUE
2024-01-25,17:18:23,2473.05,,15RVQ,93663,43063,31.12144661,-93.06645966,TRUE
2024-01-25,17:18:31,2473.05,,15RVQ,93746,43316,31.12372398,-93.0655899,TRUE
2024-01-25,17:18:33,2473.05,,15RVQ,93585,42823,31.11927986,-93.067276,TRUE
2024-01-25,17:18:37,2473.05,,15RVQ,93805,43383,31.12432861,-93.06497955,TRUE
2024-01-25,17:18:41,2473.05,,15RVQ,93512,43135,31.1220932,-93.06804657,TRUE
2024-01-25,17:18:48,2473.05,,15RVQ,93410,43208,31.12274742,-93.06911469,TRUE
2024-01-25,17:19:02,2473.05,,15RVQ,93703,43342,31.12396431,-93.06604767,TRUE
2024-01-25,17:19:06,2473.05,,15RVQ,93491,43171,31.12241364,-93.06826782,TRUE
2024-01-25,17:19:11,2473.05,,15RVQ,93504,43200,31.12268066,-93.06813049,TRUE
2024-01-25,17:19:15,2473.05,,15RVQ,93629,43331,31.12386131,-93.06681824,TRUE
2024-01-25,17:19:25,2473.05,,15RVQ,93539,43254,31.12317085,-93.06776428,TRUE
2024-01-25,17:19:36,2473.05,,15RVQ,93569,43012,31.12098694,-93.06745148,TRUE
2024-01-25,17:19:42,2473.05,,15RVQ,93463,43238,31.12302017,-93.06855774,TRUE
2024-01-25,17:19:46,2473.05,,15RVQ,93544,42968,31.1205883,-93.06771088,TRUE
2024-01-25,17:19:56,2473.05,,15RVQ,93631,43124,31.12199211,-93.06679535,TRUE
2024-01-25,17:07:18,2473.062,,15RVQ,93580,42916,31.12011719,-93.06733704,TRUE
2024-01-25,17:07:20,2473.062,,15RVQ,93599,43322,31.1237793,-93.06713867,TRUE
2024-01-25,17:07:24,2473.062,,15RVQ,93474,43309,31.12366295,-93.06845093,TRUE
2024-01-25,17:07:29,2473.062,,15RVQ,93523,43275,31.12335205,-93.06793213,TRUE
